question、options、answer、explanation
局所麻酔薬リドカイン（キシロカイン）中毒の初期症状として見られるものはどれか。、徐脈|血圧低下|多弁・興奮|呼吸停止|意識消失、多弁・興奮、リドカイン中毒の初期は中枢神経刺激症状（多弁、興奮、舌のしびれなど）が現れ、進行すると抑制症状（意識消失、徐脈、呼吸停止）に至る。
ワルファリンの効果をモニタリングする指標はどれか。、APTT|PT-INR|血小板数|出血時間|フィブリノゲン、PT-INR、ワルファリンはプロトロンビン時間（PT-INR）で管理する。ヘパリンはAPTTで管理する。
スポルディングの分類において「セミクリティカル器具」に該当し高水準消毒が必要なものはどれか。、内視鏡スコープ|生検鉗子|注射針|ベッド柵|聴診器、内視鏡スコープ、粘膜に接触する内視鏡スコープはセミクリティカル器具。粘膜を穿刺する鉗子や注射針はクリティカル器具（滅菌が必要）。
過酢酸消毒薬の特徴として正しいものはどれか。、タンパク凝固作用が強い|強い酢酸臭がある|芽胞には無効である|金属腐食性が非常に高い|環境残留性が高い、強い酢酸臭がある、過酢酸は強い酢酸臭があるがタンパク凝固作用がなく、分解産物が無害で環境負荷が低いのが特徴。高水準消毒薬である。
内視鏡洗浄において酵素洗剤の使用と送気・送水を行うべきタイミングはどれか。、全検査終了後まとめて|検査終了直後のベッドサイド|洗浄室に移動した後|乾燥させた後|翌日の朝、検査終了直後のベッドサイド、汚染物の乾燥固着を防ぐため検査直後にベッドサイドで酵素洗剤を吸引し送気・送水を行う（プレクリーニング）。
高周波電流の「凝固波」の特徴として正しいものはどれか。、連続的な波形である|電圧が低い|組織を切開する力が強い|断続的な波形で電圧が高く止血効果がある|対極板が不要である、断続的な波形で電圧が高く止血効果がある、凝固波は断続波（休止期がある）で高電圧によりジュール熱を発生させ組織を変性・凝固させる。切開波は連続波。
モノポーラ（単極）方式の高周波処置具を使用する際に必須なものはどれか。、対極板|ペースメーカー|絶縁チップ|生理食塩水|アース線、対極板、モノポーラは電流が処置具から人体を通り対極板へ抜けるため対極板の装着が必須である。
アルゴンプラズマ凝固法（APC）の特徴として誤っているものはどれか。、非接触で焼灼が可能|組織への深達度が浅い|対極板が不要である|広範囲の出血に適している|モノポーラ方式の一種である、対極板が不要である、APCはモノポーラ方式の一種であり電流回収のために対極板が必要である。
レーザー治療時の安全対策として正しいものはどれか。、術者のみ保護メガネを着用する|使用する波長に対応した専用の保護メガネを全員が着用する|サングラスで代用する|室内を明るくすれば保護メガネは不要|患者には着用させなくてよい、使用する波長に対応した専用の保護メガネを全員が着用する、レーザー光は散乱光でも眼障害を起こす可能性があるため、その波長に対応した保護メガネを室内の全員（患者含む）が着用する必要がある。
超音波内視鏡（EUS）において穿刺吸引術（EUS-FNA）に適した走査方式はどれか。、ラジアル走査式|コンベックス（セクタ）走査式|リニア走査式|Aモード|Mモード、コンベックス（セクタ）走査式、穿刺針の走行ラインと超音波断層面が一致し、針先を画面で確認しながら穿刺できるコンベックス走査式が用いられる。
カプセル内視鏡検査が絶対的禁忌となる患者はどれか。、ペースメーカー装着患者|消化管狭窄（通過障害）のある患者|小児患者|高齢者|嚥下困難がある患者、消化管狭窄（通過障害）のある患者、狭窄があるとカプセルが滞留し腸閉塞を起こす危険があるため禁忌。ペースメーカーは条件付きで可能なものが多い。
NBI（狭帯域光観察）が診断に有用な病変の特徴はどれか。、粘膜下層の深部血管|粘膜表層の微細血管や表面構造|胆管結石|胃壁の肥厚|腸管の蠕動運動、粘膜表層の微細血管や表面構造、ヘモグロビンに吸収されやすい青・緑の狭帯域光を用いることで粘膜表層の毛細血管や微細構造を強調表示し癌の診断に有用である。
内視鏡検査における炭酸ガス（CO2）送気の主な利点はどれか。、コストが安い|生体吸収が速く苦痛を軽減する|止血作用がある|殺菌作用がある|引火性がある、生体吸収が速く苦痛を軽減する、CO2は空気に比べ水（血液）への溶解度が高く速やかに吸収・排出されるため検査後の腹部膨満感や疼痛を軽減する。
ERCP後膵炎の予防策として適切なものはどれか。、検査前の長時間絶食|NSAIDsの投与や十分な輸液|抗コリン薬の大量投与|予防的抗菌薬投与|早期の経口摂取、NSAIDsの投与や十分な輸液、ガイドラインではERCP後膵炎予防としてNSAIDs（ジクロフェナク等）の直腸投与や十分な輸液が推奨されている。
脂溶性ビタミンに分類されるものはどれか。、ビタミンB1|ビタミンC|ビタミンB12|ビタミンK|葉酸、ビタミンK、脂溶性ビタミンはD、A、K、E（「だけ」）である。B群やCは水溶性ビタミン。
内視鏡的止血術において「機械的止血法」に分類されるものはどれか。、純エタノール局注|高張Naエピネフリン液局注|クリップ法|アルゴンプラズマ凝固法|高周波凝固法、クリップ法、クリップやOリングなど物理的に血管や組織を把持・結紮する方法を機械的止血法という。他は薬剤性、熱凝固性。
内視鏡的乳頭括約筋切開術（EST）において推奨される切開方向は時計の文字盤で何時方向か。、11時〜12時方向|3時方向|6時方向|9時方向|全周方向、11時〜12時方向、乳頭部の解剖学的構造（血管・膵管の走行）を考慮し、出血や穿孔リスクが低い11時〜12時方向への切開が推奨される。
内視鏡生検組織の取り扱いとして正しいものはどれか。、乾燥させて保存する|10〜20%ホルマリン液で固定する|生理食塩水に浸す|冷凍保存する|エタノールで固定する、10〜20%ホルマリン液で固定する、組織の変性を防ぐため採取後速やかに十分量（組織の10倍以上）の10〜20%ホルマリン液に入れて固定する。
食道癌（扁平上皮癌）のスクリーニングで不染帯（染まらない部分）を検出するために用いる色素はどれか。、インジゴカルミン|ヨード（ルゴール）|クリスタルバイオレット|メチレンブルー|コンゴーレッド、ヨード（ルゴール）、ヨードは正常食道粘膜のグリコーゲンと反応して濃染するが、癌部や異型上皮はグリコーゲンが乏しいため染まらず不染帯となる。
胃内視鏡検査において通常観察では診断が難しい「胃粘膜下腫瘍（SMT）」の内部性状を確認するのに最も適した検査はどれか。、NBI拡大観察|色素散布（インジゴカルミン）|超音波内視鏡（EUS）|腹部レントゲン|注腸造影、超音波内視鏡（EUS）、SMTは粘膜の下にある病変であり、表面観察だけの通常内視鏡よりも内部構造や層構造を描出できるEUSが診断に有用である。
内視鏡スコープの操作部にあるボタン機能で一般的に正しい組み合わせはどれか。、青ボタン=送気・送水|赤ボタン=吸引|青ボタン=写真撮影|赤ボタン=ズーム|青ボタン=吸引、青ボタン=送気・送水、一般的に内視鏡スコープ（オリンパス製など）では青色系のボタンが送気・送水、赤色系のボタンが吸引に割り当てられていることが多い（機種によるが国家試験レベルでは基本機能の理解を問う）。
ショック状態の徴候として誤っているものはどれか。、血圧低下|頻脈|顔面蒼白|冷汗|多尿、多尿、ショック状態（循環不全）では腎血流量が低下するため「乏尿・無尿」となる。多尿は誤り。
胃潰瘍の活動性分類（崎田・三輪分類）において「白苔が消失し赤色瘢痕が見られる時期」はどれか。、A1（Active 1）|A2（Active 2）|H1（Healing 1）|H2（Healing 2）|S2（Scarring 2）、S2（Scarring 2）、S1は赤色瘢痕、S2は白色瘢痕。白苔が消失し赤みが残る状態はS1（赤色瘢痕期）または再生上皮により白苔が消失しつつあるH2〜S1への移行期。設問の「赤色瘢痕」はS1期の特徴だが、選択肢で近いのは治癒過程のSステージ。S2は白色瘢痕。
消化管の中で「扁平上皮癌」が発生しやすい部位はどれか。、胃|十二指腸|食道|回腸|横行結腸、食道、食道粘膜は重層扁平上皮で覆われており扁平上皮癌が発生しやすい。胃や腸は円柱上皮であり腺癌が多い。
医療用語の「Vomiting」の意味はどれか。、吐き気|嘔吐|下痢|腹痛|胸やけ、嘔吐、Vomitingは嘔吐。Nauseaは吐き気（悪心）、Diarrheaは下痢、Heartburnは胸やけ。
インフォームド・コンセント（説明と同意）に関して正しい記述はどれか。、医師の判断のみで治療を決定すること|患者が十分な説明を受け理解した上で同意すること|家族の同意があれば本人の同意は不要|一度同意したら撤回できない|看護師が主体となって行うもの、患者が十分な説明を受け理解した上で同意すること、医療者が病状や治療法について十分説明し、患者がそれを理解した上で自由意志により同意すること。いつでも撤回可能である。
スタンダードプリコーション（標準予防策）の概念として正しいものはどれか。、感染症患者のみに適用する|血液・体液・粘膜などはすべて感染源とみなして対応する|手袋を着用していれば手洗いは不要|汗も感染源として扱う|空気感染予防策と同じである、血液・体液・粘膜などはすべて感染源とみなして対応する、すべての患者に対し血液、体液、分泌物（汗を除く）、排泄物、損傷皮膚、粘膜を感染性物質として扱う予防策。
経皮内視鏡的胃瘻造設術（PEG）の適応とならない（禁忌または慎重投与）状態はどれか。、脳血管障害による嚥下障害|神経筋疾患による摂食困難|頭頸部腫瘍による通過障害|大量の腹水貯留|認知症による拒食、大量の腹水貯留、大量の腹水があると胃壁と腹壁を密着させることが困難であり、瘻孔からの腹水漏出や腹膜炎のリスクが高いため通常は禁忌とされる。
胃壁の筋層構造について、内側から外側への正しい順序はどれか。、斜走筋→輪走筋→縦走筋|輪走筋→斜走筋→縦走筋|縦走筋→輪走筋→斜走筋|斜走筋→縦走筋→輪走筋|縦走筋→斜走筋→輪走筋、斜走筋→輪走筋→縦走筋、胃の固有筋層は3層構造をしており、内側から内斜走筋、中輪走筋、外縦走筋の順に配列している。食道や小腸は内輪・外縦の2層構造である。
十二指腸の解剖学的特徴として正しいものはどれか。、全長は約10cmである|腹膜に完全に包まれている|C字型に湾曲し膵頭部を取り囲む|上行部・水平部・下行部の3部に分かれる|胆汁と膵液は幽門部に流入する、C字型に湾曲し膵頭部を取り囲む、十二指腸は全長約25〜30cm（指12本分）で、球部・下行部・水平部・上行部の4部に分かれ、C字状に膵頭部を取り囲む。胆汁・膵液は下行部のファーター乳頭に流入する。大部分は腹膜後器官である。
小腸で吸収された栄養分や薬物が肝臓へ運ばれる際に通る血管はどれか。、肝動脈|肝静脈|門脈|下大静脈|上腸間膜動脈、門脈、消化管から吸収された栄養分は、上腸間膜静脈や脾静脈などが合流して門脈となり肝臓へ運ばれる。肝動脈は肝臓への栄養血管である。
胃酸分泌を行う細胞とその仕組みとして正しいものはどれか。、主細胞がプロトンポンプで分泌する|壁細胞がヒスタミン受容体刺激などで分泌する|G細胞がガストリン受容体を持ち直接分泌する|副細胞が粘液とともに酸を分泌する|壁細胞は重炭酸イオンを分泌する、壁細胞がヒスタミン受容体刺激などで分泌する、胃酸は胃底腺の壁細胞から分泌される。アセチルコリン、ガストリン、ヒスタミンの刺激によりプロトンポンプが活性化され酸が分泌される。
ビタミンB12の吸収に必要な因子と吸収部位の組み合わせで正しいものはどれか。、ペプシン — 十二指腸|内因子 — 回腸末端|塩酸 — 空腸|粘液 — 胃|胆汁酸 — 大腸、内因子 — 回腸末端、ビタミンB12は胃の壁細胞から分泌される内因子と結合し、回腸末端で吸収される。内因子欠乏は悪性貧血の原因となる。
腹膜後器官（後腹膜臓器）に含まれる臓器はどれか。、胃|横行結腸|膵臓|空腸|S状結腸、膵臓、膵臓、十二指腸（球部除く）、腎臓、上行・下行結腸などは腹膜の後ろにある腹膜後器官である。胃や横行・S状結腸は腹膜内器官である。
消化管運動を抑制する作用を持つホルモンはどれか。、ガストリン|セクレチン|アセチルコリン|モチリン|グレリン、セクレチン、セクレチンは膵液分泌を促進するとともに、胃酸分泌や胃の運動を抑制する。ガストリン、アセチルコリン、モチリンは運動を促進する。
血糖値を低下させる唯一のホルモンはどれか。、グルカゴン|アドレナリン|コルチゾール|インスリン|サイロキシン、インスリン、インスリンは膵臓のランゲルハンス島B細胞（β細胞）から分泌され、血糖値を下げる唯一のホルモンである。
胆嚢収縮と膵酵素分泌を促進する消化管ホルモンはどれか。、セクレチン|コレシストキニン（CCK）|ガストリン|ソマトスタチン|VIP、コレシストキニン（CCK）、CCKは十二指腸・空腸のI細胞から分泌され、胆嚢を収縮させて胆汁を排出させるとともに、膵酵素の分泌を促進する。
「早期胃癌」の定義において、癌の浸潤が及んでいる深さはどこまでか。、粘膜内にとどまるもの|粘膜下層までにとどまるもの|固有筋層までにとどまるもの|漿膜下層までにとどまるもの|リンパ節転移がないもの、粘膜下層までにとどまるもの、消化管の早期癌（食道・胃・大腸）は、リンパ節転移の有無に関わらず、浸潤が粘膜下層（SM）までにとどまるものと定義される。
ヘリコバクター・ピロリ菌が生息する胃内の主な部位はどれか。、粘膜上皮細胞の表面および粘液層|粘膜下層の血管内|固有筋層の間|漿膜表面|胃底腺の壁細胞内、粘膜上皮細胞の表面および粘液層、ピロリ菌はウレアーゼによりアンモニアを産生して胃酸を中和し、胃粘膜上皮の表面や粘液層の中に生息する。
胃癌の転移として知られる「ウィルヒョウ（Virchow）転移」の部位はどれか。、右鎖骨上窩リンパ節|左鎖骨上窩リンパ節|ダグラス窩|卵巣|臍周囲、左鎖骨上窩リンパ節、左鎖骨上窩リンパ節への転移をウィルヒョウ転移と呼ぶ。胃癌や食道癌などの消化器癌で見られる。ダグラス窩への播種はシュニッツラー転移。
消化管間質腫瘍（GIST）の発生起源とされる細胞はどれか。、杯細胞|パネート細胞|カハール介在細胞|線維芽細胞|平滑筋細胞、カハール介在細胞、GISTは消化管運動のペースメーカー機能を持つカハール介在細胞（Interstitial cells of Cajal）由来の腫瘍である。
クローン病の内視鏡的特徴として正しいものはどれか。、連続性の炎症|血管透見像の消失|縦走潰瘍と敷石像|直腸からの上行性病変|鉛管像（Lead pipe appearance）、縦走潰瘍と敷石像、クローン病は縦走潰瘍、敷石像、非連続性病変（飛び石状）が特徴。連続性病変や血管透見像消失は潰瘍性大腸炎の特徴。
偽膜性腸炎の主な原因菌はどれか。、黄色ブドウ球菌|カンピロバクター|クロストリディオイデス（旧クロストリジウム）・ディフィシル|大腸菌|サルモネラ菌、クロストリディオイデス（旧クロストリジウム）・ディフィシル、抗菌薬使用後に菌交代現象で増殖するC. difficileが産生する毒素により発生する。内視鏡では黄白色の偽膜が見られる。
食道静脈瘤の出血リスクを評価する「赤色所見（RC sign）」に含まれない所見はどれか。、ミミズ腫れ様発赤（Rw）|桜桃赤色班（CRS）|血豆様発赤（HCS）|赤色血栓|白色調（Cw）、白色調（Cw）、白色調（Cw）は静脈瘤の色調分類の一つであり、赤色所見（出血リスク）ではない。F1〜F3は形態分類。
胃潰瘍の治癒過程分類（崎田・三輪分類）において「H2期」の状態はどれか。、活動期で厚い白苔がある|白苔が消失し赤色瘢痕が見られる|白苔が薄くなり再生上皮が囲んでいる|白色瘢痕となっている|潰瘍底が深くえぐれている、白苔が薄くなり再生上皮が囲んでいる、H2（Healing 2）期は、白苔が顕著に縮小し再生上皮が中心に向かって伸びている状態。完全に白苔が消え赤みが残るとS1（Scarring 1）期となる。
抗コリン薬（ブチルスコポラミン）の副作用として現れやすい症状はどれか。、徐脈|下痢|口渇|縮瞳|低血糖、口渇、抗コリン作用により、口渇、動悸（頻脈）、排尿困難、散瞳、眼圧上昇などが起こる。
抗コリン薬が禁忌の患者に対し、消化管の蠕動抑制目的で使用される薬剤はどれか。、アドレナリン|インスリン|グルカゴン|キシロカイン|ジアゼパム、グルカゴン、グルカゴンはインスリン拮抗ホルモンだが、消化管平滑筋を弛緩させる作用があり、緑内障や前立腺肥大などで抗コリン薬が使えない場合に使用される。
ベンゾジアゼピン系鎮静薬（ミダゾラム等）の作用を打ち消す拮抗薬はどれか。、ナロキソン|フルマゼニル|アトロピン|プロタミン|ビタミンK、フルマゼニル、ベンゾジアゼピン受容体拮抗薬はフルマゼニル（アネキセート）である。ナロキソンはオピオイドの拮抗薬。
鎮静薬プロポフォールの特徴として正しいものはどれか。、鎮痛作用が強い|拮抗薬が存在する|半減期が長く覚醒が遅い|呼吸抑制作用がある|卵アレルギーでも安全に使用できる、呼吸抑制作用がある、プロポフォールは速やかな導入と覚醒が特徴だが、呼吸抑制や循環抑制（血圧低下）のリスクがあり、拮抗薬がないため呼吸管理が重要である。
局所麻酔薬リドカインの中毒症状として初期に見られるものはどれか。、徐脈|呼吸停止|意識消失|多弁・興奮・舌のしびれ|血圧低下、多弁・興奮・舌のしびれ、リドカイン中毒の初期は中枢神経刺激症状（興奮、多弁、金属味、しびれ）が現れ、進行すると抑制症状（意識消失、徐脈、呼吸停止）に至る。
抗血栓薬服用患者の内視鏡検査において、アスピリン単剤服用者が生検を行う場合の対応としてガイドラインで推奨されるのはどれか。、必ず7日間休薬する|ヘパリン置換を行う|休薬は必須ではない|当日の朝のみ休薬する|検査後に休薬を開始する、休薬は必須ではない、「抗血栓薬服用者に対する消化器内視鏡診療ガイドライン」では、血栓塞栓症リスクを考慮し、アスピリン単剤服用者の生検は休薬なしで行うことが許容されている。
胃内視鏡検査の前処置で用いる消泡剤（ジメチコン等）や粘液溶解剤（プロナーゼ等）の主な目的はどれか。、胃酸の分泌を抑制する|咽頭反射を抑える|胃粘膜表面の粘液や泡を除去し観察しやすくする|胃の蠕動運動を止める|鎮静作用を得る、胃粘膜表面の粘液や泡を除去し観察しやすくする、微細な病変を発見するため、粘膜表面に付着した粘液や泡沫を洗い流す目的で服用または注入する。
色素内視鏡検査において、インジゴカルミンを使用する主な目的はどれか。、癌細胞の核を染色する|正常粘膜のグリコーゲンを染色する|粘膜の凹凸を強調する（コントラスト法）|血管構造を強調する|癌細胞に取り込ませて反応させる、粘膜の凹凸を強調する（コントラスト法）、インジゴカルミンは細胞には取り込まれず、窪みに溜まることで表面の凹凸を明瞭にするコントラスト法に用いられる。
食道癌のスクリーニングで用いるヨード（ルゴール）染色の原理はどれか。、癌細胞の核を染める|正常な扁平上皮細胞内のグリコーゲンと反応して濃染する|癌細胞がヨードを取り込み茶褐色になる|血管内のヘモグロビンに吸収される|粘液と反応して青くなる、正常な扁平上皮細胞内のグリコーゲンと反応して濃染する、正常な食道扁平上皮はグリコーゲンを含みヨードで濃染するが、癌部や異型上皮はグリコーゲンが乏しく染まらない（不染帯）となる。
NBI（狭帯域光観察）で使用される光の波長域の特徴はどれか。、赤外光を用いる|ヘモグロビンに吸収されやすい青（415nm）と緑（540nm）の光を用いる|全波長の光を強く照射する|紫外線を用いて蛍光を発させる|黄色光で脂肪組織を強調する、ヘモグロビンに吸収されやすい青（415nm）と緑（540nm）の光を用いる、血液中のヘモグロビンに吸収されやすい狭帯域の光を照射することで、粘膜表層の毛細血管や微細構造を強調表示する。
内視鏡検査における二酸化炭素（CO2）送気の最大の利点はどれか。、コストがかからない|空気より軽いため操作性が良い|生体吸収が速く検査後の腹満感・疼痛を軽減する|止血効果がある|引火性があり焼灼効果を高める、生体吸収が速く検査後の腹満感・疼痛を軽減する、CO2は水（血液）への溶解度が高く、空気に比べて速やかに吸収・排出されるため、患者の苦痛軽減に有用である。
モノポーラ（単極）型の高周波処置具を使用する際に、必ず装着しなければならないものはどれか。、ペースメーカー|対極板|絶縁手袋|防護メガネ|酸素マスク、対極板、モノポーラ型は電流が処置具→人体→対極板と流れて回収されるため、対極板の装着が必須である。バイポーラ型は2極間で流れるため不要。
アルゴンプラズマ凝固法（APC）の特徴として正しいものはどれか。、組織深部まで深く凝固される|対極板は不要である|組織に接触させて通電する|非接触で浅い凝固が可能である|バイポーラ方式である、非接触で浅い凝固が可能である、APCはイオン化したアルゴンガスを通じて高周波を放電するため、非接触で焼灼でき、凝固深度が浅く穿孔リスクが比較的低い。方式はモノポーラである。
内視鏡の洗浄・消毒工程において、最初に行うべき手順はどれか。、酵素洗剤への浸漬|ブラッシング|ベッドサイドでの予備洗浄（プレクリーニング）|高水準消毒|アルコールフラッシュ、ベッドサイドでの予備洗浄（プレクリーニング）、汚染物の乾燥・固着を防ぐため、検査終了直後にベッドサイドで酵素洗剤の吸引と送気・送水、表面の清拭を行う必要がある。
洗浄工程で使用する「酵素洗剤」の主な役割はどれか。、ウイルスを不活化する|芽胞を死滅させる|タンパク質や脂質などの有機物を分解する|器具を乾燥させる|消毒効果を持続させる、タンパク質や脂質などの有機物を分解する、内視鏡に付着した血液や粘液などのタンパク質汚れを分解し、除去しやすくするために使用する。消毒作用は持たない。
高水準消毒薬「グルタラール」の特徴として正しいものはどれか。、タンパク凝固作用がある|酢酸の臭いがする|芽胞には無効である|5分で消毒が完了する|人体への毒性はない、タンパク凝固作用がある、グルタラールは優れた殺菌力（芽胞含む）を持つが、タンパク凝固作用があり、蒸気は人体（目、呼吸器）に有害である。
高水準消毒薬「過酢酸」の特徴として正しいものはどれか。、タンパク凝固作用が強い|金属腐食性が全くない|分解産物は水・酸素・酢酸で環境負荷が低い|グルタラールより消毒時間が長い|着色作用がある、分解産物は水・酸素・酢酸で環境負荷が低い、過酢酸はタンパク凝固作用がなく、低温・短時間で芽胞を含む広範な微生物に有効。分解産物が無害なため環境にやさしい。
